"seqID","rmax","topt","ctmin","ctmax","e","eh","q10","thermal_safety_margin","thermal_tolerance","breadth","skewness","model_name","Domain","Phylum","Class","Order","Family","Genus","Species","temperature_of_isolation","Area","Site_initials","metric","Seasonality","MMTR_sd","MAT","MATR","MMTR","MATmax","MMTmax","MATmin","MMTmin","MATmax_sd","MATmin_sd","Isothermality","Site","Climate profile","Annual_precipitation","Precipitation_seasonality","MAPmax","MAPmin","GC%","Total length","subopt_slope","superopt_slope"
"11",1.65426474990816,27.733,13.693,41.773,0,1.15912252885907,0,14.04,28.08,7.68,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","J","auc",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,57.34,10724477,0.117825124637333,-0.117825124637333
"12",1.86837837283421,24.909,8.193,41.625,0,1.33808454526516,0,16.716,33.432,9.125,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E chlororaphis_G",15,"Bay","J","auc",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,62.35,7112102,0.111771857671345,-0.111771857671345
"13",1.98688283233161,26.524,7.681,45.366,0,0.926423615738808,0,18.842,37.685,10.325,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E moraviensis_B",15,"Bay","J","auc",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,59.93,6102439,0.105444081745561,-0.105449677971108
"14",1.29378756241195,26.2,9.719,42.68,0,1.20611894073829,0,16.48,32.961,9.003,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J","auc",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,61.03,5874240,0.078501763388869,-0.0785065268453853
"15",1.29793896914623,25.3,2.378,48.222,0,0.895236869246112,0,22.922,45.844,12.524,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J","auc",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,60.72,5848934,0.0566241588494124,-0.0566241588494124
"16",1.35132064698764,27.195,10.751,43.638,0,1.07376664355912,0,16.443,32.887,8.983,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J","auc",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,60.81,5883718,0.0821771252120919,-0.0821821229086931
"17",1.37341484844964,26.77,14.292,39.247,0,1.64321690614396,0,12.477,24.955,6.824,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J","auc",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,60.72,5847214,0.11006690562988,-0.110075727214045
"18",1.05661056826758,26.445,10.544,42.346,0,1.25806001576372,0,15.901,31.802,8.72,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764265",15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.32,6502804,0.0664493156573536,-0.0664493156573536
"19",1.59906060034796,25.58,9.47,41.689,0,1.37029870742792,0,16.109,32.219,8.829,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp016651305",15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,59.16,6719708,0.0992588827031633,-0.0992650444067267
"20",1.05408142170132,26.356,9.898,42.813,0,1.28918193904178,0,16.457,32.915,9.008,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.1,5653679,0.0640467506198396,-0.0640506423832606
"21",1.50046777578658,24.955,12.536,37.373,0,2.08867458834067,0,12.418,24.837,6.778,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002874965",15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.99,7092743,0.120820337852209,-0.120830067304444
"22",1.331344438322,24.991,6.918,43.064,0,1.24907964649144,0,18.073,36.146,9.864,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,57.34,10721312,0.0736648281039119,-0.0736648281039119
"23",1.48934367444081,27.171,10.336,44.007,0,0.980961932901379,0,16.836,33.671,9.195,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002874965",15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.99,7092990,0.0884671027288868,-0.0884618480898557
"24",1.40785452674253,26.528,11.524,41.532,0,1.31940376126638,0,15.004,30.008,8.238,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,59.3,5707464,0.0938319465970761,-0.0938319465970761
"25",0.959724194214798,24.944,7.893,41.994,0,1.5725272548799,0,17.05,34.101,9.306,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,59.38,6336199,0.0562855078420502,-0.0562888090448562
"26",2.13145723625551,28.36,14.996,41.724,0.68675195799423,4.50043729677753,2.48842720893313,13.364,26.728,7.32599999999999,-3.8136853387833,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.19,6143789,0.159492460061023,-0.159492460061023
"27",1.94781810066142,27.22,10.68,43.76,0,1.16914500328207,0,16.54,33.08,9.037,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,59.96,5864607,0.117764093147607,-0.117764093147607
"28",1.82371580718076,26.991,10.427,43.556,0,1.11993384865457,0,16.565,33.129,9.04,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E neoaurantiaca",15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.65,6197997,0.110101171648199,-0.11009452503355
"29",2.2965700986297,27.682,10.641,44.723,0,0.954489534387727,0,17.041,34.082,9.321,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E alvandae",15,"Bay","QR","auc",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.87,6234758,0.134767331648947,-0.134767331648947
"31",2.10373957264919,28.922,13.805,44.038,0.619083340430366,3.20940029993813,2.26962315300924,15.116,30.233,8.251,-2.59031695950777,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","auc",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.84,5907334,0.139163826992736,-0.139173033385101
"32",1.02202971891404,24.658,6.883,42.434,0,0.950775107798272,0,17.776,35.551,9.723,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","auc",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.84,5908357,0.0574981557757547,-0.0574949211810329
"33",1.37701508326575,26.244,7.795,44.693,0,0.907424059653449,0,18.449,36.898,10.08,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","auc",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.84,5904064,0.0746390093374031,-0.0746390093374031
"34",0.990585418964418,24.155,6.434,41.876,0,2.0975882639573,0,17.721,35.442,9.676,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","auc",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.84,5909557,0.0558989571110218,-0.0558989571110219
"35",1.46089432814412,24.048,-2.481,50.578,0,0.854311964991871,0,26.53,53.059,14.48,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","auc",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.96,5701218,0.0550678249517177,-0.0550657492704154
"36",1.44877617230233,24.557,9.75,39.364,0,2.13712285923972,0,14.807,29.614,8.126,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","auc",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,58.73,6285471,0.0978440043426981,-0.0978440043426981
"37",1.78968934006963,26.221,9.593,42.849,0,1.17836160375039,0,16.628,33.256,9.085,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","auc",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,59.93,6822146,0.107631064473757,-0.107631064473757
"38",1.81860167134548,26.732,11.452,42.012,0,1.37836248564148,0,15.28,30.56,8.355,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E migulae_B",15,"Bay","M","auc",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,59.67,6439847,0.119018433988579,-0.119018433988579
"39",1.54233145800893,28.125,14.037,42.213,0.751923123586029,3.77621391716728,2.70432469538226,14.088,28.176,7.692,-3.02429079358125,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E neoaurantiaca",15,"Bay","M","auc",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.73,6096569,0.10947838287968,-0.10947838287968
"40",0.890389116066398,24.718,11.047,38.39,0,2.26619953020012,0,13.672,27.343,7.481,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","auc",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,58.97,6597824,0.0651297722234217,-0.0651250084893504
"41",2.05947934813041,25.579,5.968,45.189,0,1.01971544016198,0,19.61,39.221,10.733,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E kilonensis",15,"Bay","M","auc",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.92,6540918,0.105016539091857,-0.105021894346273
"43",2.18851433450271,24.921,9.241,40.601,0,1.39775143653971,0,15.68,31.36,8.558,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","B","auc",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,59.06,6729796,0.139573618271857,-0.139573618271857
"44",1.83182927635862,24.046,7.088,41.003,0,1.7233834589045,0,16.957,33.915,9.255,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764645",15,"Bay","B","auc",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,59.31,6202971,0.108021540061247,-0.108027910382651
"45",1.77973612466708,24.76,8.361,41.158,0,1.51668191295184,0,16.398,32.797,8.961,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","B","auc",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,59.03,6867831,0.108527112913414,-0.108533731227411
"46",1.61692514559736,24.603,6.591,42.614,0,1.35001549901081,0,18.011,36.023,9.86,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","B","auc",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,59.02,6932158,0.0897693285363846,-0.0897743126754406
"47",2.40546736063459,25.99,9.87,42.111,0,1.27404999976093,0,16.121,32.241,8.798,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","B","auc",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,59.23,6658523,0.149222540982295,-0.149213284575063
"49",1.3796132925997,28.251,15.07,41.432,0.781331463825021,4.23879193817944,2.81269415125534,13.181,26.362,7.21,-3.45746047435442,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E paracarnis",15,"Bay","B","auc",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,60.02,5915924,0.104666815309893,-0.104666815309893
"51",2.36582473450047,25.645,10.977,40.312,0,1.52024523770703,0,14.667,29.335,8.034,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002878485",15,"Bay","P","auc",350.860278656857,0.449009410021076,13.1830690263973,16.286,5.10191666666667,21.78,15.62375,5.494,10.5218333333333,3.48432865781232,3.73557827042785,31.3270088828851,"Point Reyes","Cold stable",931.663,7586.705926,563.18,0,60.21,6374205,0.161291569027848,-0.161302565930352
"52",2.09732897026811,26.098,12.832,39.364,0,1.69086050293014,0,13.266,26.532,7.242,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002878485",15,"Bay","P","auc",350.860278656857,0.449009410021076,13.1830690263973,16.286,5.10191666666667,21.78,15.62375,5.494,10.5218333333333,3.48432865781232,3.73557827042785,31.3270088828851,"Point Reyes","Cold stable",931.663,7586.705926,563.18,0,60.13,6410550,0.158098068013577,-0.158098068013577
"53",1.3120325764461,26.818,13.04,40.596,0,1.3331803739738,0,13.778,27.556,7.528,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E shirazensis",15,"Bay","P","auc",350.860278656857,0.449009410021076,13.1830690263973,16.286,5.10191666666667,21.78,15.62375,5.494,10.5218333333333,3.48432865781232,3.73557827042785,31.3270088828851,"Point Reyes","Cold stable",931.663,7586.705926,563.18,0,61.85,5102710,0.0952266349576208,-0.0952266349576209
"54",1.90061496210926,26.78,13.555,40.005,0,1.29732041688292,0,13.225,26.45,7.23,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E shirazensis",15,"Bay","P","auc",350.860278656857,0.449009410021076,13.1830690263973,16.286,5.10191666666667,21.78,15.62375,5.494,10.5218333333333,3.48432865781232,3.73557827042785,31.3270088828851,"Point Reyes","Cold stable",931.663,7586.705926,563.18,0,61,11122102,0.143713796756844,-0.143713796756844
