"curve_id","temp","derivative","moving_avg","rate","od","auc","average_exponential_interval","average_max_percap_time","average_time_to_stationary","lag_time","Domain","Phylum","Class","Order","Family","Genus","Species","temperature_of_isolation","Area","Site_initials"
"2",38,29,21,0,0.00161545869565217,0.0259466803804348,395.686759779413,5.215,1.99,-387.736759779413,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"2",43,29,21,0,0.00408650000000001,0.0674017457608696,9.84391952587915,14.98,1.99,7.12608047412085,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"3",15,29,21,0.0755906069686835,0.0119551304347826,0.0607956346119565,0.415,5.955,1.99,7.53,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"3",23,29,21,0.332087205697758,0.133317391304348,0.877239747413044,5.10916773434416,5.625,1.99,2.50583226565584,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"3",28,29,21,0.516793968067622,0.172013043478261,1.34892756496739,3.50781457743957,4.3,1.99,2.78218542256043,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"3",33,29,21,0.077358758309283,0.0187317391304348,0.203431529891305,4.55332564200952,4.3,1.99,1.73667435799048,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"3",38,29,21,0,0.00165036086956522,0.019607351,2.72917996642364,12.165,1.99,11.4258200335764,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"3",43,29,21,0.0392095506210169,0.0109551956521739,0.153487749891305,-3.04044375615727,9.6,1.99,14.6304437561573,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"4",15,29,21,0.0640948834217625,0.00962510869565217,0.0694294977891306,6.7162408362374,7.445,1.99,2.71875916376262,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"4",23,29,21,0.364147342422809,0.200458695652174,1.35417651240217,9.84685807536454,12.33,1.99,4.47314192463545,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"4",28,29,21,0.335253925136603,0.144049565217391,0.909523082489128,7.03155213388302,7.86,1.99,2.81844786611698,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"4",33,29,21,0.361069370458416,0.102118260869565,0.824364922402174,6.07011621969129,6.205,1.99,2.12488378030872,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"4",38,29,21,0,0.00286169565217392,0.0356623007608695,-27.3473115269147,4.47,1.99,33.8073115269147,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"4",43,29,21,0,0.00201476086956521,0.0255540754565217,27.0447568741393,14.98,1.99,-10.0747568741393,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"5",15,29,21,0.0642395778237845,0.0153511913043478,0.105445037647826,3.59210836498661,5.955,1.99,4.35289163501339,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"5",23,29,21,0.364467664873652,0.118465217391305,0.828630024500001,2.30994993759618,4.8,1.99,4.48005006240382,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"5",28,29,21,0.393454220011456,0.180604347826087,1.5091630025,7.33146714546228,6.37,1.99,1.02853285453772,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"5",33,29,21,0.099519148379635,0.0205882608695652,0.210317078152174,5.08407277735873,4.88,1.99,2.36592722264127,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"5",38,29,21,0,0.00161486973913043,0.0159664673965217,2.99237642942842,11.585,1.99,10.5826235705716,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"5",43,29,21,0,0.00713845652173914,0.122341131086957,40.6992221700213,14.735,1.99,-23.9742221700213,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"6",15,29,21,0.07060864980594,0.0168835434782609,0.148914702423913,4.67287967259801,4.3,1.99,1.61712032740198,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"6",23,29,21,0.402148316692331,0.149915217391305,1.11628296861956,9.45579292584113,6.535,1.99,-0.930792925841135,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"6",28,29,21,0.431383505450361,0.15370652173913,1.30748597902174,9.03045857200724,6.12,1.99,-0.92045857200724,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"6",33,29,21,0.080514370315268,0.0203273913043478,0.213535075760869,4.79420091364195,4.3,1.99,1.49579908635805,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"6",38,29,21,0,0.00127555217391304,0.00997452567391303,-10.7594858945874,8.855,1.99,21.6044858945874,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"6",43,29,21,0,0.00289954347826087,0.0414165739673913,5.43492696246774,14.815,1.99,11.3700730375323,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"7",15,29,21,0.162999675389556,0.0103215217391304,0.148488837173913,7.1329853910848,4.3,1.99,-0.842985391084795,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"7",23,29,21,0.426247783438035,0.161719565217391,1.41606691175217,8.33985023298643,6.535,1.99,0.185149767013575,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"7",28,29,21,0.433509463406831,0.132369565217392,1.25412105397065,9.64321492117809,4.465,1.99,-3.18821492117807,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"7",33,29,21,0.391983662688813,0.0779710869565217,0.83229857898913,6.65437519399544,4.465,1.99,-0.19937519399544,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"7",38,29,21,0,0.000879041304347825,0.0147979783152174,8.0560864767728,4.47,1.99,-1.5960864767728,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"7",43,29,21,0,0.00182189130434783,0.0276658170434783,130.033749351221,14.815,1.99,-113.228749351221,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","",15,"Bay","J"
"8",15,29,21,0.295198830472673,0.0903867391304348,0.630324034217391,9.21697349021166,4.3,1.99,-2.92697349021166,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E lurida",15,"Bay","J"
"8",23,29,21,0.491017041372001,0.21588695652174,2.19754389056467,5.43057102558722,5.875,1.99,2.43442897441278,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E lurida",15,"Bay","J"
"8",28,29,21,0.490719463273584,0.164320434782609,1.90992074121739,3.06772412545068,4.465,1.99,3.38727587454932,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E lurida",15,"Bay","J"
"8",33,29,21,0.368413086137539,0.218215217391304,1.39646658404348,4.77844593251685,6.205,1.99,3.41655406748314,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E lurida",15,"Bay","J"
"8",38,29,21,0,0.00164797826086957,0.0153795181184782,-9.99018685589695,4.885,1.99,16.865186855897,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E lurida",15,"Bay","J"
"8",43,29,21,0,0.00482780434782609,0.0728329631521739,-41.3705957997131,12.165,1.99,55.525595799713,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E lurida",15,"Bay","J"
"9",15,29,21,0.61356823801078,0.110119347826087,0.449247428097827,-0.325,10.1,1.99,12.415,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E rhodesiae",15,"Bay","J"
"9",23,29,21,0.65657338918801,0.227632608695652,2.65967454613043,5.50279029609511,5.955,1.99,2.44220970390489,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E rhodesiae",15,"Bay","J"
"9",28,29,21,0.703946610228658,0.242895652173913,3.02789585097826,2.52448108058481,5.045,1.99,4.51051891941519,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E rhodesiae",15,"Bay","J"
"9",33,29,21,0.587842491039063,0.156134782608696,1.52406565248913,4.70675722316552,6.29,1.99,3.57324277683448,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E rhodesiae",15,"Bay","J"
"9",38,29,21,0,0.00388973913043479,0.0549804680021739,0.663843027511815,11.92,1.99,13.2461569724882,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E rhodesiae",15,"Bay","J"
"9",43,29,21,0,0.00260465217391304,0.0404374488478261,3.73825636953948,15.145,1.99,13.3967436304605,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E rhodesiae",15,"Bay","J"
"11",15,29,21,0.37023845570443,0.0441484782608696,0.14476737925,-0.325,9.435,1.99,11.75,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","J"
"11",23,29,21,0.602337227038475,0.210541304347826,2.30992495621739,4.86943515315047,4.385,1.99,1.50556484684953,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","J"
"11",28,29,21,0.532119809404717,0.232204347826087,2.75927577140217,6.00697501293834,5.21,1.99,1.19302498706166,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","J"
"11",33,29,21,0.435641072517493,0.327171739130435,2.79802094299348,7.72036980831476,4.3,1.99,-1.43036980831475,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","J"
"11",38,29,21,0,0.000306436956521739,0.00149568500228261,5.66357750435295,10.76,1.99,13.3764224956471,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","J"
"11",43,29,21,0,0.00256297826086957,0.0152742105434783,7.96254591302532,7.86,1.99,5.44745408697468,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","J"
"12",15,29,21,0.534379674643956,0.145034565217391,0.851064023760872,-0.329999999999999,10.095,1.99,12.415,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E chlororaphis_G",15,"Bay","J"
"12",23,29,21,0.718980617085775,0.324726086956521,3.39460393062391,3.16182966207818,5.21,1.99,4.03817033792182,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E chlororaphis_G",15,"Bay","J"
"12",28,29,21,0.591274551173433,0.28694347826087,3.52470064988043,2.96514733636968,5.045,1.99,4.06985266363032,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E chlororaphis_G",15,"Bay","J"
"12",33,29,21,0.531857102767443,0.203310869565218,1.99177423858696,4.12401978508688,4.55,1.99,2.41598021491312,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E chlororaphis_G",15,"Bay","J"
"12",38,29,21,0,0.00188410669565218,0.0302021249821739,2.54228052552813,4.47,1.99,3.91771947447187,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E chlororaphis_G",15,"Bay","J"
"12",43,29,21,0,0.00106234934782608,0.0127189288445652,4.77350905008785,15.81,1.99,13.0264909499121,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E chlororaphis_G",15,"Bay","J"
"13",15,29,21,0.467307195089134,0.120698043478261,0.250772002156522,0.415,7.28,1.99,8.855,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E moraviensis_B",15,"Bay","J"
"13",23,29,21,0.573762338666488,0.357539130434782,3.22969690961304,5.35790040904716,8.025,1.99,4.65709959095284,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E moraviensis_B",15,"Bay","J"
"13",28,29,21,0.584484940372672,0.247473913043478,2.97715696121739,5.76671460948181,5.295,1.99,1.51828539051818,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E moraviensis_B",15,"Bay","J"
"13",33,29,21,0.481636102443314,0.112942608695653,1.52018796816304,4.83737743573037,4.3,1.99,1.45262256426963,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E moraviensis_B",15,"Bay","J"
"13",38,29,21,0,0.0026167652173913,0.0293106942847826,2.68563212746925,4.885,1.99,4.18936787253076,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E moraviensis_B",15,"Bay","J"
"13",43,29,21,0,0.00369519565217391,0.0651107566304348,8.14025704370452,8.935,1.99,2.78474295629546,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E moraviensis_B",15,"Bay","J"
"14",15,29,21,0,0.0106613478260869,0.0283749444282608,-0.325,12,1.99,14.315,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"14",23,29,21,0.429849581752596,0.201584782608696,1.53762217181142,7.19755794772619,11.42,1.99,6.21244205227381,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"14",28,29,21,0.452146349324125,0.169815217391305,1.79969575369565,4.94459674162467,9.68,1.99,6.72540325837533,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"14",33,29,21,0.325332739670206,0.0933054347826088,1.15438132315217,5.26677539779575,6.455,1.99,3.17822460220424,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"14",38,29,21,0,0.00226593478260869,0.0174752015108696,120.891519179531,12.08,1.99,-106.821519179531,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"14",43,29,21,0,0.00176256956521739,0.0177913094586956,39.7559455092418,5.875,1.99,-31.8909455092418,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"15",15,29,21,0.52949261420575,0.142885,0.482218266032609,-0.33,9.35,1.99,11.67,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"15",23,29,21,0.451303146245427,0.218693478260869,2.19918725913044,4.29053863485707,8.025,1.99,5.72446136514293,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"15",28,29,21,0.753614001776578,0.235769565217392,2.6667514866087,4.72060098607516,5.625,1.99,2.89439901392483,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"15",33,29,21,0.496098674045342,0.168108695652174,1.75372323645761,5.43611345463055,5.045,1.99,1.59888654536945,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"15",38,29,21,0,0.00159123913043479,0.0272770181521739,13.1106336895519,6.535,1.99,-2.35063368955187,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"15",43,29,21,0,0.00444326086956522,0.05329502,-1.32085946686629,19.615,1.99,22.9258594668663,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"16",15,29,21,0.43938619351303,0.110345434782609,0.350087205456521,1.24494205366457,7.78,1.99,8.52505794633542,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"16",23,29,21,0.469734906202947,0.227469565217392,2.27364888066086,7.37289857608143,7.86,1.99,2.47710142391857,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"16",28,29,21,0.772670971894476,0.236676086956521,2.68315831520218,5.4762841658875,4.715,1.99,1.2287158341125,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"16",33,29,21,0.354462967226826,0.100798043478261,0.64620685508913,3.01833759090148,5.875,1.99,4.84666240909852,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"16",38,29,21,0,0.000476065217391305,0.0069767144945652,20.6053288377982,4.385,1.99,-14.1453288377982,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"16",43,29,21,0,0.0047428,0.08171195375,10.9052206360448,13.57,1.99,4.65477936395519,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"17",15,29,21,0.273969214807277,0.1115715,0.501645731478261,-0.022219180816405,7.035,1.99,9.04721918081641,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"17",23,29,21,0.543296648355655,0.214423913043478,2.18411002502173,5.11858232024162,6.95,1.99,3.82141767975838,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"17",28,29,21,0.793352117466115,0.230486956521739,2.58621111236956,3.36456211579732,4.715,1.99,3.34043788420268,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"17",33,29,21,0.518686808715567,0.159323913043478,1.5305815641087,2.49782925687584,5.21,1.99,4.70217074312416,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"17",38,29,21,0,0.00220208478260869,0.0196487710869565,5.03585520427982,9.02,1.99,10.5241447957202,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"17",43,29,21,0.00103650758362267,0.0218993260869565,0.405743855793478,-10.5620578817516,7.115,1.99,19.6670578817516,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J"
"18",15,29,21,0.322928201489648,0.0487028260869566,0.316197114705435,6.22929692810888,8.445,1.99,4.20570307189112,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764265",15,"Bay","QR"
"18",23,29,21,0.443363215514095,0.126138913043478,0.981235863260868,4.786571768159,7.695,1.99,4.898428231841,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764265",15,"Bay","QR"
"18",28,29,21,0.637884281165345,0.140982608695652,1.26610696357608,1.47886441764685,5.38,1.99,5.89113558235315,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764265",15,"Bay","QR"
"18",33,29,21,0,3.81978260869565e-06,9.8643054347826e-06,1.99,4.3,1.99,4.3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764265",15,"Bay","QR"
"18",38,29,21,0,0.00083145652173913,0.00887944182608695,-18.4064264814023,11.665,1.99,39.4264264814023,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764265",15,"Bay","QR"
"18",43,29,21,0,0.00107066956521739,0.0133547143913044,10.0688415203805,10.595,1.99,2.51615847961949,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764265",15,"Bay","QR"
"19",15,29,21,0.223100084924903,0.144899695652174,0.407499304467391,0.25,9.85,1.99,11.59,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp016651305",15,"Bay","QR"
