"Year","Month","Site","Temperature","Site_initials","Climate profile","start_month","end_month","growth_season_length"
1998,2,"Pinyon Crest",8.37370407706093,"PF","Hot variable",7,3,221
1998,3,"Pinyon Crest",13.4169752158684,"PF","Hot variable",7,3,221
1998,7,"Pinyon Crest",34.5175242690737,"PF","Hot variable",7,3,221
1998,8,"Pinyon Crest",33.8826530203862,"PF","Hot variable",7,3,221
1998,9,"Pinyon Crest",27.0500126557819,"PF","Hot variable",7,3,221
1998,10,"Pinyon Crest",19.8159127569832,"PF","Hot variable",7,3,221
1998,11,"Pinyon Crest",13.7744379721887,"PF","Hot variable",7,3,221
1998,12,"Pinyon Crest",8.7510625471705,"PF","Hot variable",7,3,221
1999,1,"Pinyon Crest",10.2311638156345,"PF","Hot variable",7,3,221
1999,2,"Pinyon Crest",11.5237040770609,"PF","Hot variable",7,3,221
1999,3,"Pinyon Crest",13.7169752158684,"PF","Hot variable",7,3,221
1999,7,"Pinyon Crest",32.8175242690737,"PF","Hot variable",7,3,221
1999,8,"Pinyon Crest",32.6826530203862,"PF","Hot variable",7,3,221
1999,9,"Pinyon Crest",29.0000126557819,"PF","Hot variable",7,3,221
1999,10,"Pinyon Crest",24.1159127569832,"PF","Hot variable",7,3,221
1999,11,"Pinyon Crest",16.3744379721887,"PF","Hot variable",7,3,221
1999,12,"Pinyon Crest",10.1510625471705,"PF","Hot variable",7,3,221
2000,1,"Pinyon Crest",10.5811638156345,"PF","Hot variable",7,3,221
2000,2,"Pinyon Crest",10.6737040770609,"PF","Hot variable",7,3,221
2000,3,"Pinyon Crest",14.8669752158684,"PF","Hot variable",7,3,221
2000,7,"Pinyon Crest",34.3175242690737,"PF","Hot variable",7,3,221
2000,8,"Pinyon Crest",32.7826530203862,"PF","Hot variable",7,3,221
2000,9,"Pinyon Crest",28.5500126557819,"PF","Hot variable",7,3,221
2000,10,"Pinyon Crest",19.1159127569832,"PF","Hot variable",7,3,221
2000,11,"Pinyon Crest",11.4244379721887,"PF","Hot variable",7,3,221
2000,12,"Pinyon Crest",11.3510625471705,"PF","Hot variable",7,3,221
2001,1,"Pinyon Crest",6.18116381563448,"PF","Hot variable",7,3,221
2001,2,"Pinyon Crest",8.07370407706093,"PF","Hot variable",7,3,221
2001,3,"Pinyon Crest",16.3669752158684,"PF","Hot variable",7,3,221
2001,7,"Pinyon Crest",32.9675242690737,"PF","Hot variable",7,3,221
2001,8,"Pinyon Crest",33.8326530203862,"PF","Hot variable",7,3,221
2001,9,"Pinyon Crest",30.8000126557819,"PF","Hot variable",7,3,221
2001,10,"Pinyon Crest",24.0159127569832,"PF","Hot variable",7,3,221
2001,11,"Pinyon Crest",14.8244379721887,"PF","Hot variable",7,3,221
2001,12,"Pinyon Crest",7.8510625471705,"PF","Hot variable",7,3,221
2002,1,"Pinyon Crest",8.28116381563448,"PF","Hot variable",7,3,221
2002,2,"Pinyon Crest",12.8737040770609,"PF","Hot variable",7,3,221
2002,3,"Pinyon Crest",14.1669752158684,"PF","Hot variable",7,3,221
2002,7,"Pinyon Crest",36.8675242690737,"PF","Hot variable",7,3,221
2002,8,"Pinyon Crest",34.5326530203862,"PF","Hot variable",7,3,221
2002,9,"Pinyon Crest",29.5500126557819,"PF","Hot variable",7,3,221
2002,10,"Pinyon Crest",20.2159127569832,"PF","Hot variable",7,3,221
2002,11,"Pinyon Crest",14.8244379721887,"PF","Hot variable",7,3,221
2002,12,"Pinyon Crest",7.8510625471705,"PF","Hot variable",7,3,221
2003,1,"Pinyon Crest",12.8811638156345,"PF","Hot variable",7,3,221
2003,2,"Pinyon Crest",11.4737040770609,"PF","Hot variable",7,3,221
2003,3,"Pinyon Crest",15.6169752158684,"PF","Hot variable",7,3,221
2003,7,"Pinyon Crest",36.5675242690737,"PF","Hot variable",7,3,221
2003,8,"Pinyon Crest",33.7826530203862,"PF","Hot variable",7,3,221
2003,9,"Pinyon Crest",31.5500126557819,"PF","Hot variable",7,3,221
2003,10,"Pinyon Crest",26.5659127569832,"PF","Hot variable",7,3,221
2003,11,"Pinyon Crest",13.2244379721887,"PF","Hot variable",7,3,221
2003,12,"Pinyon Crest",10.4010625471705,"PF","Hot variable",7,3,221
2004,1,"Pinyon Crest",10.3311638156345,"PF","Hot variable",7,3,221
2004,2,"Pinyon Crest",10.3237040770609,"PF","Hot variable",7,3,221
2004,3,"Pinyon Crest",20.9169752158684,"PF","Hot variable",7,3,221
2004,7,"Pinyon Crest",35.6175242690737,"PF","Hot variable",7,3,221
2004,8,"Pinyon Crest",32.7826530203862,"PF","Hot variable",7,3,221
2004,9,"Pinyon Crest",28.8500126557819,"PF","Hot variable",7,3,221
2004,10,"Pinyon Crest",20.2159127569832,"PF","Hot variable",7,3,221
2004,11,"Pinyon Crest",12.7744379721887,"PF","Hot variable",7,3,221
2004,12,"Pinyon Crest",10.4510625471705,"PF","Hot variable",7,3,221
2005,1,"Pinyon Crest",9.38116381563448,"PF","Hot variable",7,3,221
2005,2,"Pinyon Crest",10.4237040770609,"PF","Hot variable",7,3,221
2005,3,"Pinyon Crest",15.3669752158684,"PF","Hot variable",7,3,221
2005,7,"Pinyon Crest",36.0675242690737,"PF","Hot variable",7,3,221
2005,8,"Pinyon Crest",33.4326530203862,"PF","Hot variable",7,3,221
2005,9,"Pinyon Crest",28.8000126557819,"PF","Hot variable",7,3,221
2005,10,"Pinyon Crest",22.3159127569832,"PF","Hot variable",7,3,221
2005,11,"Pinyon Crest",17.4244379721887,"PF","Hot variable",7,3,221
2005,12,"Pinyon Crest",12.8010625471705,"PF","Hot variable",7,3,221
2006,1,"Pinyon Crest",10.8811638156345,"PF","Hot variable",7,3,221
2006,2,"Pinyon Crest",14.3737040770609,"PF","Hot variable",7,3,221
2006,3,"Pinyon Crest",11.6169752158684,"PF","Hot variable",7,3,221
2006,7,"Pinyon Crest",36.4175242690737,"PF","Hot variable",7,3,221
2006,8,"Pinyon Crest",34.7326530203862,"PF","Hot variable",7,3,221
2006,9,"Pinyon Crest",29.1000126557819,"PF","Hot variable",7,3,221
2006,10,"Pinyon Crest",21.5159127569832,"PF","Hot variable",7,3,221
2006,11,"Pinyon Crest",18.0744379721887,"PF","Hot variable",7,3,221
2006,12,"Pinyon Crest",11.2010625471705,"PF","Hot variable",7,3,221
2007,1,"Pinyon Crest",8.13116381563448,"PF","Hot variable",7,3,221
2007,2,"Pinyon Crest",12.8237040770609,"PF","Hot variable",7,3,221
2007,3,"Pinyon Crest",19.2169752158684,"PF","Hot variable",7,3,221
2007,7,"Pinyon Crest",36.5175242690737,"PF","Hot variable",7,3,221
2007,8,"Pinyon Crest",35.5326530203862,"PF","Hot variable",7,3,221
2007,9,"Pinyon Crest",28.7000126557819,"PF","Hot variable",7,3,221
2007,10,"Pinyon Crest",22.3659127569832,"PF","Hot variable",7,3,221
2007,11,"Pinyon Crest",18.5744379721887,"PF","Hot variable",7,3,221
2007,12,"Pinyon Crest",8.7510625471705,"PF","Hot variable",7,3,221
2008,1,"Pinyon Crest",7.43116381563448,"PF","Hot variable",7,3,221
2008,2,"Pinyon Crest",12.5737040770609,"PF","Hot variable",7,3,221
2008,3,"Pinyon Crest",17.7169752158684,"PF","Hot variable",7,3,221
2008,7,"Pinyon Crest",35.8175242690737,"PF","Hot variable",7,3,221
2008,8,"Pinyon Crest",33.9326530203862,"PF","Hot variable",7,3,221
2008,9,"Pinyon Crest",31.7500126557819,"PF","Hot variable",7,3,221
2008,10,"Pinyon Crest",24.7159127569832,"PF","Hot variable",7,3,221
2008,11,"Pinyon Crest",18.7744379721887,"PF","Hot variable",7,3,221
2008,12,"Pinyon Crest",9.3510625471705,"PF","Hot variable",7,3,221
2009,1,"Pinyon Crest",12.5811638156345,"PF","Hot variable",7,3,221
2009,2,"Pinyon Crest",11.2737040770609,"PF","Hot variable",7,3,221
2009,3,"Pinyon Crest",16.4169752158684,"PF","Hot variable",7,3,221
2009,7,"Pinyon Crest",37.5675242690737,"PF","Hot variable",7,3,221
2009,8,"Pinyon Crest",35.2326530203862,"PF","Hot variable",7,3,221
2009,9,"Pinyon Crest",32.1500126557819,"PF","Hot variable",7,3,221
2009,10,"Pinyon Crest",21.6659127569832,"PF","Hot variable",7,3,221
2009,11,"Pinyon Crest",17.6244379721887,"PF","Hot variable",7,3,221
2009,12,"Pinyon Crest",9.1510625471705,"PF","Hot variable",7,3,221
2010,1,"Pinyon Crest",10.0311638156345,"PF","Hot variable",7,3,221
2010,2,"Pinyon Crest",11.7737040770609,"PF","Hot variable",7,3,221
2010,3,"Pinyon Crest",15.3169752158684,"PF","Hot variable",7,3,221
2010,7,"Pinyon Crest",36.6175242690737,"PF","Hot variable",7,3,221
2010,8,"Pinyon Crest",34.5826530203862,"PF","Hot variable",7,3,221
2010,9,"Deep Canyon ",30.6554748603352,"DC","Hot variable",8,1,141
2010,9,"Elliott ",27.8121044776119,"EC","Hot variable",8,3,205
2010,9,"Pinyon Crest",31.5500126557819,"PF","Hot variable",7,3,221
2010,10,"Deep Canyon ",26.531292562724,"DC","Hot variable",8,1,141
2010,10,"Elliott ",20.6168391577061,"EC","Hot variable",8,3,205
2010,10,"Pinyon Crest",21.6659127569832,"PF","Hot variable",7,3,221
2010,11,"Deep Canyon ",20.2049409722222,"DC","Hot variable",8,1,141
2010,11,"Elliott ",17.3269054398148,"EC","Hot variable",8,3,205
2010,11,"Pinyon Crest",14.5744379721887,"PF","Hot variable",7,3,221
2010,12,"Deep Canyon ",15.8246451612903,"DC","Hot variable",8,1,141
2010,12,"Elliott ",14.2492950268817,"EC","Hot variable",8,3,205
2010,12,"Pinyon Crest",11.6010625471705,"PF","Hot variable",7,3,221
2011,1,"Deep Canyon ",15.2400694444444,"DC","Hot variable",8,1,141
2011,1,"Elliott ",14.8590859094982,"EC","Hot variable",8,3,205
2011,1,"Pinyon Crest",11.0311638156345,"PF","Hot variable",7,3,221
2011,2,"Elliott ",14.4042114335317,"EC","Hot variable",8,3,205
2011,2,"Pinyon Crest",10.0737040770609,"PF","Hot variable",7,3,221
2011,3,"Elliott ",16.856228718638,"EC","Hot variable",8,3,205
2011,3,"Pinyon Crest",16.3169752158684,"PF","Hot variable",7,3,221
2011,7,"James ",25.4005320340502,"SJ","Cold variable",7,2,205
2011,7,"Pinyon Crest",34.6675242690737,"PF","Hot variable",7,3,221
2011,8,"Deep Canyon ",40.2583546146953,"DC","Hot variable",8,1,141
2011,8,"Elliott ",29.9366913082437,"EC","Hot variable",8,3,205
2011,8,"James ",22.901938844086,"SJ","Cold variable",7,2,205
2011,8,"Pinyon Crest",35.7826530203862,"PF","Hot variable",7,3,221
2011,9,"Deep Canyon ",35.4765231481481,"DC","Hot variable",8,1,141
2011,9,"Elliott ",27.1940208333333,"EC","Hot variable",8,3,205
2011,9,"James ",17.8678622685185,"SJ","Cold variable",7,2,205
2011,9,"Pinyon Crest",31.2000126557819,"PF","Hot variable",7,3,221
2011,10,"Deep Canyon ",29.6055454749104,"DC","Hot variable",8,1,141
2011,10,"Elliott ",22.9613788082437,"EC","Hot variable",8,3,205
2011,10,"James ",10.4889723342294,"SJ","Cold variable",7,2,205
2011,10,"Pinyon Crest",24.1159127569832,"PF","Hot variable",7,3,221
2011,11,"Deep Canyon ",18.8016550925926,"DC","Hot variable",8,1,141
2011,11,"Elliott ",16.1514178240741,"EC","Hot variable",8,3,205
2011,11,"James ",2.83878492881944,"SJ","Cold variable",7,2,205
2011,11,"Pinyon Crest",14.1244379721887,"PF","Hot variable",7,3,221
2011,12,"Deep Canyon ",13.2366726030466,"DC","Hot variable",8,1,141
2011,12,"Elliott ",13.3720743727599,"EC","Hot variable",8,3,205
2011,12,"James ",0.402945082885305,"SJ","Cold variable",7,2,205
2011,12,"McLaughlin ",8.83854407051282,"M","Hot stable",9,2,157
2011,12,"Pinyon Crest",9.6510625471705,"PF","Hot variable",7,3,221
2012,1,"Deep Canyon ",17.7151388888889,"DC","Hot variable",8,1,141
2012,1,"Elliott ",15.5753853046595,"EC","Hot variable",8,3,205
2012,1,"James ",1.66870395284498,"SJ","Cold variable",7,2,205
2012,1,"McLaughlin ",9.02629805107527,"M","Hot stable",9,2,157
2012,1,"Pinyon Crest",12.9811638156345,"PF","Hot variable",7,3,221
2012,2,"Elliott ",15.4347713122605,"EC","Hot variable",8,3,205
2012,2,"James ",2.03207079626465,"SJ","Cold variable",7,2,205
2012,2,"McLaughlin ",10.1470596264368,"M","Hot stable",9,2,157
2012,2,"Pinyon Crest",12.2737040770609,"PF","Hot variable",7,3,221
2012,3,"Elliott ",17.117457437276,"EC","Hot variable",8,3,205
2012,3,"Pinyon Crest",15.9169752158684,"PF","Hot variable",7,3,221
2012,7,"James ",26.4663832885305,"SJ","Cold variable",7,2,205
2012,7,"Pinyon Crest",34.6675242690737,"PF","Hot variable",7,3,221
2012,7,"SNARL ",24.3275325119781,"S","Cold variable",3,7,128
2012,8,"Elliott ",31.0358938172043,"EC","Hot variable",8,3,205
2012,8,"James ",22.9790364996599,"SJ","Cold variable",7,2,205
2012,8,"Pinyon Crest",34.9826530203862,"PF","Hot variable",7,3,221
2012,9,"Elliott ",29.8994884259259,"EC","Hot variable",8,3,205
2012,9,"James ",19.1806614404704,"SJ","Cold variable",7,2,205
2012,9,"McLaughlin ",26.1645543981481,"M","Hot stable",9,2,157
2012,9,"Pinyon Crest",31.9500126557819,"PF","Hot variable",7,3,221
2012,10,"Elliott ",24.5432459677419,"EC","Hot variable",8,3,205
2012,10,"James ",11.8538231137452,"SJ","Cold variable",7,2,205
2012,10,"McLaughlin ",20.6144254032258,"M","Hot stable",9,2,157
2012,10,"Pinyon Crest",24.4659127569832,"PF","Hot variable",7,3,221
2012,11,"Elliott ",19.6839490740741,"EC","Hot variable",8,3,205
2012,11,"James ",5.77073845568876,"SJ","Cold variable",7,2,205
2012,11,"McLaughlin ",13.6767453703704,"M","Hot stable",9,2,157
2012,11,"Pinyon Crest",18.0744379721887,"PF","Hot variable",7,3,221
2012,12,"Elliott ",14.3527412634409,"EC","Hot variable",8,3,205
2012,12,"James ",2.2871887023552,"SJ","Cold variable",7,2,205
2012,12,"McLaughlin ",8.88687824820789,"M","Hot stable",9,2,157
2012,12,"Pinyon Crest",10.2010625471705,"PF","Hot variable",7,3,221
2013,1,"Deep Canyon ",14.4067745910822,"DC","Hot variable",8,1,141
2013,1,"Elliott ",13.1063497983871,"EC","Hot variable",8,3,205
2013,1,"James ",0.0363562128579146,"SJ","Cold variable",7,2,205
2013,1,"McLaughlin ",6.86289023297491,"M","Hot stable",9,2,157
2013,1,"Pinyon Crest",8.58116381563448,"PF","Hot variable",7,3,221
2013,2,"Elliott ",14.5832704613095,"EC","Hot variable",8,3,205
2013,2,"James ",0.841557833890933,"SJ","Cold variable",7,2,205
2013,2,"McLaughlin ",9.39483258928571,"M","Hot stable",9,2,157
2013,2,"Pinyon Crest",11.2737040770609,"PF","Hot variable",7,3,221
2013,3,"Elliott ",19.9207896505376,"EC","Hot variable",8,3,205
2013,3,"Pinyon Crest",19.8169752158684,"PF","Hot variable",7,3,221
2013,3,"SNARL ",7.22167294522849,"S","Cold variable",3,7,128
2013,4,"SNARL ",12.813140162037,"S","Cold variable",3,7,128
2013,5,"SNARL ",16.5935740367383,"S","Cold variable",3,7,128
2013,6,"SNARL ",24.4251226851852,"S","Cold variable",3,7,128
2013,7,"Anza Borrego HQ ",38.6282022849462,"AB","Hot variable",7,3,253
2013,7,"James ",25.6413810483871,"SJ","Cold variable",7,2,205
2013,7,"Pinyon Crest",35.8675242690737,"PF","Hot variable",7,3,221
2013,7,"SNARL ",25.6032549283154,"S","Cold variable",3,7,128
2013,8,"Anza Borrego HQ ",36.2820284498208,"AB","Hot variable",7,3,253
2013,8,"Deep Canyon ",37.7162724014337,"DC","Hot variable",8,1,141
2013,8,"Elliott ",30.6689695340502,"EC","Hot variable",8,3,205
2013,8,"James ",22.8914444949955,"SJ","Cold variable",7,2,205
2013,8,"Pinyon Crest",34.1826530203862,"PF","Hot variable",7,3,221
2013,9,"Anza Borrego HQ ",32.9492974537037,"AB","Hot variable",7,3,253
2013,9,"Deep Canyon ",34.9608194444444,"DC","Hot variable",8,1,141
2013,9,"Elliott ",29.9105590277778,"EC","Hot variable",8,3,205
2013,9,"James ",16.8471492885468,"SJ","Cold variable",7,2,205
2013,9,"McLaughlin ",24.9691643518519,"M","Hot stable",9,2,157
2013,9,"Pinyon Crest",29.6500126557819,"PF","Hot variable",7,3,221
