"Bin Name","Marker Lineage","# Genomes","# Markers","# Marker Sets","0","1","2","3","4","5+","Completeness","Contamination"
"234_output__TCS_genomes_14_DRAM","f__Xanthomonadaceae",55,659,290,2,655,2,0,0,0,99.84,0.16
"235_output__TCS_genomes_14_DRAM","k__Bacteria",5449,103,57,0,12,83,8,0,0,100,95.98
"236_output__TCS_genomes_14_DRAM","f__Xanthomonadaceae",55,659,290,0,658,0,1,0,0,100,0.69
"237_output__TCS_genomes_14_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.19
"238_output__TCS_genomes_14_DRAM","o__Pseudomonadales",185,813,308,0,806,7,0,0,0,100,0.48
"239_output__TCS_genomes_14_DRAM","o__Pseudomonadales",185,813,308,1,807,5,0,0,0,99.68,0.6
"240_output__TCS_genomes_14_DRAM","f__Enterobacteriaceae",223,876,305,0,874,2,0,0,0,100,0.05
"241_output__TCS_genomes_14_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"242_output__TCS_genomes_14_DRAM","k__Bacteria",5449,103,57,0,5,95,3,0,0,100,98.93
"243_output__TCS_genomes_14_DRAM","o__Pseudomonadales",185,813,308,1,806,6,0,0,0,99.68,0.58
"244_output__TCS_genomes_14_DRAM","o__Pseudomonadales",185,813,308,2,809,2,0,0,0,99.63,0.19
"245_output__TCS_genomes_14_DRAM","f__Enterobacteriaceae",223,876,305,0,875,1,0,0,0,100,0.08
"246_output__TCS_genomes_14_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"247_output__TCS_genomes_14_DRAM","k__Bacteria",5449,103,57,0,1,102,0,0,0,100,99.65
"248_output__TCS_genomes_14_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.6
"249_output__TCS_genomes_15_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"250_output__TCS_genomes_15_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"251_output__TCS_genomes_15_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.17
"252_output__TCS_genomes_15_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.17
"253_output__TCS_genomes_15_DRAM","k__Bacteria",5449,103,57,0,19,80,4,0,0,100,80.48
"254_output__TCS_genomes_15_DRAM","root",5656,56,24,0,0,56,0,0,0,100,100
"255_output__TCS_genomes_15_DRAM","f__Xanthomonadaceae",55,659,290,1,657,1,0,0,0,99.89,0.04
"256_output__TCS_genomes_15_DRAM","c__Gammaproteobacteria",228,583,244,1,581,1,0,0,0,99.94,0.14
"257_output__TCS_genomes_15_DRAM","f__Xanthomonadaceae",55,659,290,1,657,1,0,0,0,99.89,0.04
"258_output__TCS_genomes_15_DRAM","c__Gammaproteobacteria",228,583,244,1,581,1,0,0,0,99.94,0.14
"259_output__TCS_genomes_15_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.68,0.19
"260_output__TCS_genomes_15_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.17
"261_output__TCS_genomes_15_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.27
"262_output__TCS_genomes_15_DRAM","k__Bacteria",5449,104,58,0,4,39,56,5,0,100,178.35
"263_output__TCS_genomes_15_DRAM","root",5656,56,24,0,0,53,3,0,0,100,112.5
"264_output__TCS_genomes_15_DRAM","f__Enterobacteriaceae",223,876,305,3,872,1,0,0,0,99.68,0.08
"265_output__TCS_genomes_15_DRAM","f__Enterobacteriaceae",223,876,305,4,871,1,0,0,0,99.52,0.08
"266_output__TCS_genomes_15_DRAM","root",5656,56,24,0,0,56,0,0,0,100,100
"267_output__TCS_genomes_16_DRAM","k__Bacteria",5449,104,58,0,3,27,72,2,0,100,186.68
"268_output__TCS_genomes_16_DRAM","k__Bacteria",5449,103,57,7,35,54,7,0,0,97.26,82.12
"269_output__TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"270_output__TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,2,811,0,0,0,0,99.59,0
"271_output__TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,807,6,0,0,0,100,1.12
"271reseq_output__TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,1.16
"272_output__TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,1.16
"273_output__TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,725,88,0,0,0,100,11.2
"274_output__TCS_genomes_16_DRAM","k__Bacteria",5449,103,57,0,1,102,0,0,0,100,99.65
"275_output__TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,424,363,26,0,0,100,54.14
"275reseq_output__TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,4,675,129,5,0,0,99.27,16.72
"276_output__TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.71
"277_output__TCS_genomes_16_DRAM","root",5656,56,24,0,0,56,0,0,0,100,100
"278_output__TCS_genomes_16_DRAM","root",5656,56,24,0,1,55,0,0,0,100,95.83
"278reseq_output__TCS_genomes_16_DRAM","root",5656,56,24,0,0,56,0,0,0,100,100
"279_output__TCS_genomes_16_DRAM","root",5656,56,24,0,0,48,8,0,0,100,111.23
"280_output__TCS_genomes_16_DRAM","f__Enterobacteriaceae",223,876,305,0,873,3,0,0,0,100,0.41
"281_output__TCS_genomes_16_DRAM","k__Bacteria",5449,103,57,0,1,101,1,0,0,100,100.53
"282_output__TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.16
"283_output__TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.16
"284_output__TCS_genomes_17_DRAM","f__Enterobacteriaceae",223,876,305,0,786,89,1,0,0,100,10.96
"285_output__TCS_genomes_17_DRAM","k__Bacteria",5449,104,58,0,1,103,0,0,0,100,99.66
"286_output__TCS_genomes_17_DRAM","k__Bacteria",5449,104,58,0,1,103,0,0,0,100,99.66
"287_output__TCS_genomes_17_DRAM","root",5656,56,24,0,0,56,0,0,0,100,100
"288_output__TCS_genomes_17_DRAM","k__Bacteria",5449,103,57,0,1,38,58,6,0,100,182.97
"289_output__TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.43
"290_output__TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,2,807,4,0,0,0,99.61,0.25
"291_output__TCS_genomes_17_DRAM","f__Enterobacteriaceae",223,876,305,1,875,0,0,0,0,99.99,0
"292_output__TCS_genomes_17_DRAM","k__Bacteria",5449,103,57,0,12,89,2,0,0,100,94.33
"293_output__TCS_genomes_17_DRAM","k__Bacteria",5449,103,57,0,38,59,6,0,0,100,78.85
"294_output__TCS_genomes_17_DRAM","f__Enterobacteriaceae",223,876,305,0,873,3,0,0,0,100,0.41
"295_output__TCS_genomes_17_DRAM","f__Enterobacteriaceae",223,876,305,0,875,1,0,0,0,100,0.08
"296_output__TCS_genomes_17_DRAM","c__Gammaproteobacteria",1164,275,174,0,274,1,0,0,0,100,0.57
"297_output__TCS_genomes_17_DRAM","f__Enterobacteriaceae",223,876,305,0,875,1,0,0,0,100,0.08
"298_output__TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,2,217,572,19,3,0,99.76,81.95
"299_output__TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"300_output__TCS_genomes_18_DRAM","k__Bacteria",5449,103,57,0,2,95,6,0,0,100,107.38
"301_output__TCS_genomes_18_DRAM","k__Bacteria",5449,103,57,0,55,47,1,0,0,100,51.8
"302_output__TCS_genomes_18_DRAM","f__Enterobacteriaceae",223,876,305,0,875,1,0,0,0,100,0.16
"303_output__TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"304_output__TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"305_output__TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"306_output__TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.54
"307_output__TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.54
"308_output__TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.54
"309_output__TCS_genomes_18_DRAM","f__Enterobacteriaceae",157,1005,324,1,1001,3,0,0,0,99.96,0.13
"310_output__TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"311_output__TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,1,805,7,0,0,0,99.68,0.74
"312_output__TCS_genomes_18_DRAM","c__Gammaproteobacteria",228,583,244,0,582,1,0,0,0,100,0.14
"313_output__TCS_genomes_18_DRAM","f__Enterobacteriaceae",223,876,305,1,874,1,0,0,0,99.89,0.08
"314_output__TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.13
"315_output__TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.13
"316_output__TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.13
"317_output__TCS_genomes_18_DRAM","f__Enterobacteriaceae",223,876,305,2,867,7,0,0,0,99.93,0.93
"318_output__TCS_genomes_19_DRAM","f__Enterobacteriaceae",223,876,305,1,873,2,0,0,0,99.89,0.19
"318reseq_output__TCS_genomes_19_DRAM","f__Enterobacteriaceae",223,876,305,9,847,20,0,0,0,98.68,2.35
"319_output__TCS_genomes_19_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.15
"320_output__TCS_genomes_19_DRAM","f__Enterobacteriaceae",223,876,305,1,873,2,0,0,0,99.89,0.19
"320reseq_output__TCS_genomes_19_DRAM","f__Enterobacteriaceae",223,876,305,1,873,2,0,0,0,99.89,0.19
"321_output__TCS_genomes_19_DRAM","f__Enterobacteriaceae",223,876,305,2,871,3,0,0,0,99.93,0.52
"322_output__TCS_genomes_19_DRAM","c__Gammaproteobacteria",1164,275,174,0,275,0,0,0,0,100,0
"323_output__TCS_genomes_19_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"324_output__TCS_genomes_19_DRAM","f__Enterobacteriaceae",223,876,305,0,876,0,0,0,0,100,0
"325_output__TCS_genomes_19_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"326_output__TCS_genomes_19_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"327_output__TCS_genomes_19_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.92,0.43
"329_output__TCS_genomes_19_DRAM","f__Enterobacteriaceae",223,876,305,2,869,5,0,0,0,99.93,0.77
"329reseq_output__TCS_genomes_19_DRAM","f__Enterobacteriaceae",223,876,305,5,861,10,0,0,0,99.63,1.26
"330_output__TCS_genomes_19_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.92,0.43
"331_output__TCS_genomes_19_DRAM","o__Pseudomonadales",185,813,308,1,808,4,0,0,0,99.68,0.7
"332_output__TCS_genomes_19_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.57
"333_output__TCS_genomes_19_DRAM","f__Enterobacteriaceae",223,876,305,3,872,1,0,0,0,99.73,0.08
"334_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,0,807,6,0,0,0,100,0.69
"335_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,10,781,21,1,0,0,97.97,3.48
"335reseq_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,0,802,11,0,0,0,100,1.29
"336_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.32
"337_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,1,809,3,0,0,0,99.98,0.54
"338_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,0,803,10,0,0,0,100,0.93
"339_output__TCS_genomes_20_DRAM","f__Enterobacteriaceae",55,546,224,1,544,1,0,0,0,99.98,0.45
"339reseq_output__TCS_genomes_20_DRAM","f__Enterobacteriaceae",55,546,224,1,544,1,0,0,0,99.98,0.45
"340_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.43
"341_output__TCS_genomes_20_DRAM","f__Enterobacteriaceae",55,546,224,0,542,4,0,0,0,100,0.52
"342_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.43
"343_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,0,804,9,0,0,0,100,0.69
"344_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"345_output__TCS_genomes_20_DRAM","o__Flavobacteriales",123,324,204,0,323,1,0,0,0,100,0.49
"346_output__TCS_genomes_20_DRAM","o__Flavobacteriales",123,324,204,0,323,1,0,0,0,100,0.49
"346reseq_output__TCS_genomes_20_DRAM","o__Flavobacteriales",123,324,204,7,308,9,0,0,0,97.63,2.84
"347_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,1,811,1,0,0,0,99.84,0.11
"348_output__TCS_genomes_20_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"37_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.46
"38_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.51
"39_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.43
"40_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,779,33,1,0,0,100,5.42
"41_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"42_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,662,148,3,0,0,100,16.98
"43_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.19
"44_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"45_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.27
"46_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.27
"47_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.24
"48_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.93
"49_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.28
"50_output__TCS_genomes_3_DRAM","k__Bacteria",5449,103,57,0,60,43,0,0,0,100,36.25
"51_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,2,810,1,0,0,0,99.84,0.11
"52_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"53_output__TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.16
"54_output__TCS_genomes_3_DRAM","k__Bacteria",5449,104,58,2,4,94,4,0,0,98.12,100.2
"349_output__TCS_genomes_21_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"350_output__TCS_genomes_21_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"351_output__TCS_genomes_21_DRAM","f__Bacillaceae",128,555,180,3,543,8,0,1,0,98.83,3.26
"352_output__TCS_genomes_21_DRAM","o__Burkholderiales",107,574,251,1,570,3,0,0,0,99.95,1.2
"353_output__TCS_genomes_21_DRAM","o__Burkholderiales",107,574,251,1,570,3,0,0,0,99.95,0.4
"354_output__TCS_genomes_21_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.54
"355_output__TCS_genomes_21_DRAM","o__Burkholderiales",107,574,251,1,565,8,0,0,0,99.95,1.26
"356_output__TCS_genomes_21_DRAM","o__Bacillales",139,508,174,1,503,3,1,0,0,99.43,1
"357_output__TCS_genomes_21_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.51
"358_output__TCS_genomes_21_DRAM","o__Pseudomonadales",185,813,308,1,806,6,0,0,0,99.68,0.87
"359_output__TCS_genomes_21_DRAM","o__Pseudomonadales",185,813,308,1,805,7,0,0,0,99.68,0.74
"360_output__TCS_genomes_21_DRAM","c__Gammaproteobacteria",228,583,244,1,580,2,0,0,0,99.94,0.27
"361_output__TCS_genomes_21_DRAM","o__Actinomycetales",69,400,198,2,397,1,0,0,0,98.99,0.51
"362_output__TCS_genomes_21_DRAM","c__Gammaproteobacteria",228,583,244,0,582,1,0,0,0,100,0.14
"363_output__TCS_genomes_21_DRAM","c__Gammaproteobacteria",228,583,244,0,580,3,0,0,0,100,0.55
"364_output__TCS_genomes_21_DRAM","c__Gammaproteobacteria",228,583,244,0,582,1,0,0,0,100,0.14
